,Audio file name,Iterations,Tracks,Correlations,Tracks removed
10,jazz_audio2,iteration2,"['organ', 'tenor sax', 'l clavinet', 'brass', 'finger bass', 'slap bass', 'mute guit', ' trombone', 'sax', ' rock organ']","[0.453, 0.266, 0.042, 0.516, -0.089, -0.438, -0.142, -0.16, 0.118, -0.149]",['brass']
11,jazz_audio2,iteration3,"['organ', 'tenor sax', 'l clavinet', 'finger bass', 'slap bass', 'mute guit', ' trombone', 'sax', ' rock organ']","[0.171, 0.504, 0.047, -0.041, -0.28, 0.148, 0.093, -0.211, 0.064]",['tenor sax']
12,jazz_audio13,initial iteration,"['Drums', 'Fingered', 'Strings 2', 'Fr Horn', 'Ch Piano', 'Mute Gt', 'Syn Strings']","[0.325, 0.093, 0.143, 0.131, -0.041, -0.044, 0.305]",['Drums']
13,jazz_audio13,iteration1,"['Fingered', 'Strings 2', 'Fr Horn', 'Ch Piano', 'Mute Gt', 'Syn Strings']","[0.034, 0.178, -0.068, -0.053, -0.091, 0.473]",['Syn Strings']
14,jazz_audio13,iteration2,"['Fingered', 'Strings 2', 'Fr Horn', 'Ch Piano', 'Mute Gt']","[0.037, 0.186, -0.021, -0.068, -0.093]",['Strings 2']
15,jazz_audio13,iteration3,"['Fingered', 'Fr Horn', 'Ch Piano', 'Mute Gt']","[0.101, 0.131, 0.037, -0.093]",['Fr Horn']
16,jazz_audio12,initial iteration,"['Drums', 'R choir', 'L choir', 'dx legend', 'tenor sax', 'rev cym', 'L organ', 'brass', 'bass', 'mute guit', 'clavinet', 'solo guit', 'trumpet']","[0.091, 0.024, 0.024, 0.091, 0.267, 0.057, 0.074, 0.494, -0.058, -0.089, 0.298, 0.125, 0.128]",['brass']
17,jazz_audio12,iteration1,"['Drums', 'R choir', 'L choir', 'dx legend', 'tenor sax', 'rev cym', 'L organ', 'bass', 'mute guit', 'clavinet', 'solo guit', 'trumpet']","[0.24, 0.062, 0.057, -0.007, 0.229, 0.146, 0.112, 0.043, 0.172, 0.28, -0.085, -0.228]",['clavinet']
18,jazz_audio12,iteration2,"['Drums', 'R choir', 'L choir', 'dx legend', 'tenor sax', 'rev cym', 'L organ', 'bass', 'mute guit', 'solo guit', 'trumpet']","[0.245, 0.062, 0.057, -0.015, 0.228, 0.159, 0.171, 0.032, 0.179, 0.154, -0.228]",['Drums']
19,jazz_audio12,iteration3,"['R choir', 'L choir', 'dx legend', 'tenor sax', 'rev cym', 'L organ', 'bass', 'mute guit', 'solo guit', 'trumpet']","[0.058, 0.059, 0.06, 0.791, 0.972, 0.246, -0.091, -0.001, 0.181, 0.536]",['rev cym']
20,jazz_audio1,initial iteration,"[' Koto', ' Trumpet', ' Fat& p', ' Conv', ' Organ', ' Bass', ' Piano', ' Drums', ' Brass Hit', ' lead guit', ' Synth', ' Sax', ' Trombone', ' Clav', ' Mute Guit']","[-0.058, 0.348, -0.671, 0.053, 0.476, 0.005, -0.151, 0.052, 0.038, -0.183, 0.141, -0.081, 0.149, -0.105, -0.27]",[' Organ']
21,jazz_audio1,iteration1,"[' Koto', ' Trumpet', ' Fat& p', ' Conv', ' Bass', ' Piano', ' Drums', ' Brass Hit', ' lead guit', ' Synth', ' Sax', ' Trombone', ' Clav', ' Mute Guit']","[-0.058, 0.323, -0.671, 0.053, 0.013, -0.136, 0.07, 0.038, -0.168, 0.081, -0.08, 0.143, -0.137, -0.279]",[' Trumpet']
22,jazz_audio1,iteration2,"[' Koto', ' Fat& p', ' Conv', ' Bass', ' Piano', ' Drums', ' Brass Hit', ' lead guit', ' Synth', ' Sax', ' Trombone', ' Clav', ' Mute Guit']","[0.021, -0.129, -0.004, 0.03, 0.047, 0.17, 0.1, 0.047, 0.386, 0.302, 0.194, -0.039, -0.158]",[' Synth']
23,jazz_audio1,iteration3,"[' Koto', ' Fat& p', ' Conv', ' Bass', ' Piano', ' Drums', ' Brass Hit', ' lead guit', ' Sax', ' Trombone', ' Clav', ' Mute Guit']","[0.021, -0.129, -0.004, 0.03, 0.045, 0.173, 0.1, 0.049, 0.306, 0.193, -0.039, -0.161]",[' Sax']
24,jazz_audio5,initial iteration,"['Solo Guitarra', 'by Andres Chait', 'Piano', 'Guitarra', 'Bells', 'Brass', 'Bajo', 'Strings']","[0.649, -0.005, -0.035, 0.477, -0.049, 0.616, 0.112, -0.092]",['Solo Guitarra']
25,jazz_audio5,iteration1,"['by Andres Chait', 'Piano', 'Guitarra', 'Bells', 'Brass', 'Bajo', 'Strings']","[0.05, 0.017, 0.193, 0.472, -0.316, 0.214, 0.62]",['Strings']
26,jazz_audio5,iteration2,"['by Andres Chait', 'Piano', 'Guitarra', 'Bells', 'Brass', 'Bajo']","[0.027, 0.001, 0.197, 0.139, -0.372, 0.322]",['Bajo']
27,jazz_audio5,iteration3,"['by Andres Chait', 'Piano', 'Guitarra', 'Bells', 'Brass']","[0.218, 0.085, 0.183, 0.13, 0.78]",['Brass']
28,jazz_audio16,initial iteration,"['DRUMS', 'PAN FLUTE', 'SYNBRASS 2', 'MUTED GTR', 'STRINGS', 'MELODY', 'E.PIANO 1', 'FRETLESS', 'JAZZ GTR', 'CLEAN GTR']","[0.084, -0.191, 0.189, 0.128, 0.103, 0.05, 0.132, 0.066, 0.258, -0.27]",['JAZZ GTR']
29,jazz_audio16,iteration1,"['DRUMS', 'PAN FLUTE', 'SYNBRASS 2', 'MUTED GTR', 'STRINGS', 'MELODY', 'E.PIANO 1', 'FRETLESS', 'CLEAN GTR']","[0.083, -0.191, 0.189, 0.128, 0.109, 0.098, 0.15, 0.055, -0.268]",['SYNBRASS 2']
30,jazz_audio16,iteration2,"['DRUMS', 'PAN FLUTE', 'MUTED GTR', 'STRINGS', 'MELODY', 'E.PIANO 1', 'FRETLESS', 'CLEAN GTR']","[0.076, -0.191, 0.128, 0.124, 0.077, 0.202, 0.055, -0.261]",['E.PIANO 1']
31,jazz_audio16,iteration3,"['DRUMS', 'PAN FLUTE', 'MUTED GTR', 'STRINGS', 'MELODY', 'FRETLESS', 'CLEAN GTR']","[0.185, 0.635, 0.068, 0.434, 0.802, 0.061, -0.095]",['MELODY']
32,jazz_audio17,initial iteration,"['Drums', 'Piano', 'Synth Pad', 'Muted Guitar', 'Bass']","[0.259, -0.442, 0.786, -0.828, 0.474]",['Synth Pad']
33,jazz_audio17,iteration1,"['Drums', 'Piano', 'Muted Guitar', 'Bass']","[-0.002, -0.23, -0.241, 0.102]",['Bass']
34,jazz_audio17,iteration2,"['Drums', 'Piano', 'Muted Guitar']","[-0.171, 0.952, 0.421]",['Piano']
35,jazz_audio17,iteration3,"['Drums', 'Muted Guitar']","[-0.194, 0.887]",['Muted Guitar']
36,jazz_audio4,initial iteration,"[' Rock kit', ' ghost cymbals', ' voice', ' jazz guit', ' bass', ' el piano', ' vibes']","[0.594, -0.096, -0.16, 0.187, -0.252, 0.055, 0.17]",[' Rock kit']
37,jazz_audio4,iteration1,"[' ghost cymbals', ' voice', ' jazz guit', ' bass', ' el piano', ' vibes']","[-0.034, -0.109, 0.583, -0.09, -0.022, -0.094]",[' jazz guit']
38,jazz_audio4,iteration2,"[' ghost cymbals', ' voice', ' bass', ' el piano', ' vibes']","[-0.059, 0.016, 0.148, 0.196, 0.01]",[' el piano']
39,jazz_audio4,iteration3,"[' ghost cymbals', ' voice', ' bass', ' vibes']","[0.094, 0.225, 0.523, -0.353]",[' bass']
40,jazz_audio6,initial iteration,"['strings (mid)', 'strings (bass)', 'timpani', 'cymbals', 'fr. horn(s)', 'cellos', 'tuba(s)', 'strings (hi)', 'trumpet(s)', 'trombone']","[0.23, 0.126, -0.055, -0.021, 0.196, 0.413, 0.049, 0.795, 0.886, 0.39]",['trumpet(s)']
41,jazz_audio6,iteration1,"['strings (mid)', 'strings (bass)', 'timpani', 'cymbals', 'fr. horn(s)', 'cellos', 'tuba(s)', 'strings (hi)', 'trombone']","[0.265, 0.054, -0.081, 0.086, 0.127, 0.405, -0.054, 0.346, 0.325]",['cellos']
42,jazz_audio6,iteration2,"['strings (mid)', 'strings (bass)', 'timpani', 'cymbals', 'fr. horn(s)', 'tuba(s)', 'strings (hi)', 'trombone']","[0.415, -0.017, -0.069, 0.059, 0.103, -0.093, 0.47, 0.325]",['strings (hi)']
43,jazz_audio6,iteration3,"['strings (mid)', 'strings (bass)', 'timpani', 'cymbals', 'fr. horn(s)', 'tuba(s)', 'trombone']","[-0.07, -0.117, -0.121, 0.032, 0.091, -0.071, 0.188]",['trombone']
44,jazz_audio29,initial iteration,"['by CASIOPEA', 'Iman Tjahjono', 'sequenced by', 'Eyes of Mind', 'comments :']","[0.315, 0.534, -0.029, 0.003, 0.154]",['Iman Tjahjono']
45,jazz_audio29,iteration1,"['by CASIOPEA', 'sequenced by', 'Eyes of Mind', 'comments :']","[0.415, 0.53, 0.069, 0.472]",['sequenced by']
46,jazz_audio29,iteration2,"['by CASIOPEA', 'Eyes of Mind', 'comments :']","[0.34, 0.062, 0.197]",['by CASIOPEA']
47,jazz_audio29,iteration3,"['Eyes of Mind', 'comments :']","[0.107, 0.252]",['comments :']
48,jazz_audio7,initial iteration,"['by Andres Chait', 'Piano', 'Guitarra', 'Guitarra punteada', 'Guitarra 2', 'Bajo', 'Hammond', 'Voices', 'Saxo']","[0.342, 0.106, 0.105, 0.276, 0.036, 0.135, 0.225, 0.191, 0.997]",['Saxo']
49,jazz_audio7,iteration1,"['by Andres Chait', 'Piano', 'Guitarra', 'Guitarra punteada', 'Guitarra 2', 'Bajo', 'Hammond', 'Voices']","[0.044, 0.19, 0.409, 0.838, -0.082, -0.124, 0.107, -0.155]",['Guitarra punteada']
50,jazz_audio7,iteration2,"['by Andres Chait', 'Piano', 'Guitarra', 'Guitarra 2', 'Bajo', 'Hammond', 'Voices']","[0.054, 0.215, 0.383, -0.12, -0.126, 0.79, 0.011]",['Hammond']
51,jazz_audio7,iteration3,"['by Andres Chait', 'Piano', 'Guitarra', 'Guitarra 2', 'Bajo', 'Voices']","[0.052, 0.197, 0.392, -0.123, -0.122, 0.013]",['Guitarra']
52,jazz_audio19,initial iteration,"['Drums', 'E.Piano 1', 'Acoustic Bs.', 'Vibraphone']","[-0.109, 0.256, 0.212, -0.225]",['E.Piano 1']
53,jazz_audio19,iteration1,"['Drums', 'Acoustic Bs.', 'Vibraphone']","[-0.204, 0.184, 0.489]",['Vibraphone']
54,jazz_audio19,iteration2,"['Drums', 'Acoustic Bs.']","[0.048, 0.309]",['Acoustic Bs.']
55,jazz_audio19,iteration3,['Drums'],[0.695],['Drums']
56,jazz_audio18,initial iteration,"['Piano Lead', 'Piano', 'Fretless Bass', 'Standard Drum Set']","[0.481, 0.401, 0.31, -0.005]",['Piano Lead']
57,jazz_audio18,iteration1,"['Piano', 'Fretless Bass', 'Standard Drum Set']","[0.871, 0.672, 0.149]",['Piano']
58,jazz_audio18,iteration2,"['Fretless Bass', 'Standard Drum Set']","[0.977, 0.16]",['Fretless Bass']
59,jazz_audio18,iteration3,['Standard Drum Set'],[1.0],['Standard Drum Set']
60,jazz_audio30,initial iteration,"['piano track 15', 'piano track 29', 'piano track 28', 'piano track 14', 'piano track 16', 'piano track 17', 'piano track 13', 'piano track 20', 'piano track 21', 'piano track 23', 'piano track 22', 'piano track 26', 'piano track 27', 'piano track 19', 'piano track 25', 'piano track 24', 'piano track 30', 'piano track 18']","[-0.17, -0.033, 0.059, -0.29, -0.222, 0.244, 0.062, 0.145, -0.048, 0.042, 0.06, 0.058, 0.244, 0.066, -0.149, 0.074, 0.032, 0.278]",['piano track 18']
61,jazz_audio30,iteration1,"['piano track 15', 'piano track 29', 'piano track 28', 'piano track 14', 'piano track 16', 'piano track 17', 'piano track 13', 'piano track 20', 'piano track 21', 'piano track 23', 'piano track 22', 'piano track 26', 'piano track 27', 'piano track 19', 'piano track 25', 'piano track 24', 'piano track 30']","[-0.098, -0.183, -0.017, -0.272, -0.169, 0.144, 0.105, 0.096, -0.082, 0.015, 0.117, 0.021, 0.2, 0.042, -0.176, 0.109, 0.155]",['piano track 27']
62,jazz_audio30,iteration2,"['piano track 15', 'piano track 29', 'piano track 28', 'piano track 14', 'piano track 16', 'piano track 17', 'piano track 13', 'piano track 20', 'piano track 21', 'piano track 23', 'piano track 22', 'piano track 26', 'piano track 19', 'piano track 25', 'piano track 24', 'piano track 30']","[-0.121, -0.07, -0.152, -0.261, -0.102, 0.045, 0.151, 0.016, 0.096, -0.014, -0.085, 0.397, 0.064, 0.002, 0.224, 0.166]",['piano track 26']
63,jazz_audio30,iteration3,"['piano track 15', 'piano track 29', 'piano track 28', 'piano track 14', 'piano track 16', 'piano track 17', 'piano track 13', 'piano track 20', 'piano track 21', 'piano track 23', 'piano track 22', 'piano track 19', 'piano track 25', 'piano track 24', 'piano track 30']","[0.099, -0.235, -0.324, -0.197, -0.14, 0.141, 0.141, 0.041, 0.063, -0.003, 0.008, 0.109, -0.047, 0.24, 0.255]",['piano track 30']
64,jazz_audio24,initial iteration,"['piano track 1', 'piano track 2']","[0.302, -0.17]",['piano track 1']
65,jazz_audio24,iteration1,['piano track 2'],[-0.016],[None]
66,jazz_audio24,iteration2,['piano track 2'],[-0.016],[None]
67,jazz_audio24,iteration3,['piano track 2'],[-0.016],[None]
68,jazz_audio9,initial iteration,"['by Andres Chait', 'Organo', 'Guitarra', 'G Electrica', 'Trompetas', 'Bajo', 'Strings', 'Clavs', 'Saxo']","[0.387, -0.048, 0.269, 0.351, -0.08, 0.199, 0.096, -0.024, 0.978]",['Saxo']
69,jazz_audio9,iteration1,"['by Andres Chait', 'Organo', 'Guitarra', 'G Electrica', 'Trompetas', 'Bajo', 'Strings', 'Clavs']","[0.437, 0.193, 0.637, 0.492, 0.32, 0.235, -0.003, 0.152]",['Guitarra']
70,jazz_audio9,iteration2,"['by Andres Chait', 'Organo', 'G Electrica', 'Trompetas', 'Bajo', 'Strings', 'Clavs']","[0.442, 0.181, 0.445, 0.33, 0.229, -0.08, 0.175]",['G Electrica']
71,jazz_audio9,iteration3,"['by Andres Chait', 'Organo', 'Trompetas', 'Bajo', 'Strings', 'Clavs']","[0.45, 0.206, 0.34, 0.169, -0.186, 0.216]",['by Andres Chait']
72,jazz_audio8,initial iteration,"['Chliffer', 'by Andres Chait', 'Guitarra', 'Echoes', 'Bagpipe', 'G. Electrica', 'Bajo', 'Strings', 'Acordes']","[-0.048, -0.039, 0.253, -0.142, 0.012, -0.198, 0.096, -0.042, 0.114]",['Guitarra']
73,jazz_audio8,iteration1,"['Chliffer', 'by Andres Chait', 'Echoes', 'Bagpipe', 'G. Electrica', 'Bajo', 'Strings', 'Acordes']","[-0.073, -0.106, 0.02, 0.134, 0.484, 0.106, 0.035, 0.273]",['G. Electrica']
74,jazz_audio8,iteration2,"['Chliffer', 'by Andres Chait', 'Echoes', 'Bagpipe', 'Bajo', 'Strings', 'Acordes']","[-0.051, -0.115, 0.036, 0.151, 0.111, 0.055, 0.287]",['Acordes']
75,jazz_audio8,iteration3,"['Chliffer', 'by Andres Chait', 'Echoes', 'Bagpipe', 'Bajo', 'Strings']","[0.557, 0.03, -0.525, -0.173, 0.068, -0.152]",['Chliffer']
76,jazz_audio37,initial iteration,"['Piano', 'Alto', 'Acoustic Bass', 'Standard Kit', 'Tenor', 'Acoustic Grand Piano', 'Trumpet']","[-0.045, -0.24, -0.467, 0.448, -0.405, 0.387, 0.985]",['Trumpet']
77,jazz_audio37,iteration1,"['Piano', 'Alto', 'Acoustic Bass', 'Standard Kit', 'Tenor', 'Acoustic Grand Piano']","[0.167, -0.432, -0.668, 0.427, -0.417, 0.406]",['Standard Kit']
78,jazz_audio37,iteration2,"['Piano', 'Alto', 'Acoustic Bass', 'Tenor', 'Acoustic Grand Piano']","[0.157, -0.39, -0.642, -0.402, 0.305]",['Acoustic Grand Piano']
79,jazz_audio37,iteration3,"['Piano', 'Alto', 'Acoustic Bass', 'Tenor']","[0.138, -0.412, -0.661, -0.287]",['Piano']
80,jazz_audio23,initial iteration,"['piano track 1', 'piano track 2', 'piano track 3']","[0.058, 0.207, 0.068]",['piano track 2']
81,jazz_audio23,iteration1,"['piano track 1', 'piano track 3']","[0.699, 0.04]",['piano track 1']
82,jazz_audio23,iteration2,['piano track 3'],[1.0],['piano track 3']
83,jazz_audio23,iteration3,[],[],[None]
84,jazz_audio22,initial iteration,"['toms', 'synth', 'mute guitar', 'brass', 'open hihat', 'bass foot', 'strings', 'synthbrass2', 'ele piano 2', 'congas', 'crash cymb', 'bass', 'lead giutar', 'snare']","[-0.157, 0.656, 0.927, 0.185, 0.016, 0.043, -0.106, 0.23, 0.085, -0.071, -0.161, -0.209, 0.609, 0.041]",['mute guitar']
85,jazz_audio22,iteration1,"['toms', 'synth', 'brass', 'open hihat', 'bass foot', 'strings', 'synthbrass2', 'ele piano 2', 'congas', 'crash cymb', 'bass', 'lead giutar', 'snare']","[-0.156, 0.708, 0.187, 0.015, 0.05, -0.1, 0.23, 0.084, -0.073, -0.161, -0.207, 0.617, 0.049]",['synth']
86,jazz_audio22,iteration2,"['toms', 'brass', 'open hihat', 'bass foot', 'strings', 'synthbrass2', 'ele piano 2', 'congas', 'crash cymb', 'bass', 'lead giutar', 'snare']","[-0.167, 0.116, 0.015, 0.054, -0.102, 0.221, 0.091, -0.071, -0.154, -0.204, 0.619, 0.052]",['lead giutar']
87,jazz_audio22,iteration3,"['toms', 'brass', 'open hihat', 'bass foot', 'strings', 'synthbrass2', 'ele piano 2', 'congas', 'crash cymb', 'bass', 'snare']","[-0.193, 0.357, 0.019, 0.255, -0.064, 0.36, 0.073, -0.062, -0.241, -0.227, 0.088]",['synthbrass2']
88,jazz_audio20,initial iteration,"['Rhodes-low', 'synth', 'el-b', 'el-g', 'synth sub', 'ds seq', 'Rhodes-high', 'ds', 'syth bass dr', 'agogo', 'synth-b 2', 'synth-b 3', 'synth-b 1', 'FMelp-accomp', 'synth-sub']","[0.02, 0.927, -0.009, 0.063, 0.442, 0.037, 0.149, 0.282, 0.263, -0.142, -0.008, -0.34, 0.142, 0.645, 0.256]",['synth']
89,jazz_audio20,iteration1,"['Rhodes-low', 'el-b', 'el-g', 'synth sub', 'ds seq', 'Rhodes-high', 'ds', 'syth bass dr', 'agogo', 'synth-b 2', 'synth-b 3', 'synth-b 1', 'FMelp-accomp', 'synth-sub']","[0.152, 0.098, 0.123, 0.5, 0.109, 0.426, 0.465, -0.065, 0.198, 0.068, -0.482, -0.16, 0.635, 0.305]",['FMelp-accomp']
90,jazz_audio20,iteration2,"['Rhodes-low', 'el-b', 'el-g', 'synth sub', 'ds seq', 'Rhodes-high', 'ds', 'syth bass dr', 'agogo', 'synth-b 2', 'synth-b 3', 'synth-b 1', 'synth-sub']","[0.182, 0.098, 0.123, 0.5, 0.069, 0.401, 0.517, -0.769, 0.297, -0.023, -0.565, -0.241, 0.257]",['ds']
91,jazz_audio20,iteration3,"['Rhodes-low', 'el-b', 'el-g', 'synth sub', 'ds seq', 'Rhodes-high', 'syth bass dr', 'agogo', 'synth-b 2', 'synth-b 3', 'synth-b 1', 'synth-sub']","[0.172, 0.136, 0.074, 0.482, 0.095, 0.487, -0.266, 0.433, 0.063, 1.0, 0.962, 0.762]",['synth-b 3']
92,jazz_audio34,initial iteration,"['SYN STR 1', 'DRUMS', 'SYN STR 2', 'FINGERDBAS', 'MELODY', 'STEEL GTR']","[-0.0, 0.024, -0.019, -0.006, 0.99, 0.122]",['MELODY']
93,jazz_audio34,iteration1,"['SYN STR 1', 'DRUMS', 'SYN STR 2', 'FINGERDBAS', 'STEEL GTR']","[0.288, 0.028, 0.201, -0.065, 0.13]",['SYN STR 1']
94,jazz_audio34,iteration2,"['DRUMS', 'SYN STR 2', 'FINGERDBAS', 'STEEL GTR']","[0.066, 0.471, -0.254, 0.937]",['STEEL GTR']
95,jazz_audio34,iteration3,"['DRUMS', 'SYN STR 2', 'FINGERDBAS']","[0.124, 0.61, -0.305]",['SYN STR 2']
96,jazz_audio21,initial iteration,"['piano track 1', 'piano track 2']","[0.006, -0.055]",['piano track 1']
97,jazz_audio21,iteration1,['piano track 2'],[0.033],['piano track 2']
98,jazz_audio21,iteration2,[],[],[None]
99,jazz_audio21,iteration3,[],[],[None]
100,jazz_audio46,initial iteration,"['Track 10', 'Track 2', 'Track 1']","[-0.012, 0.764, 0.48]",['Track 2']
101,jazz_audio46,iteration1,"['Track 10', 'Track 1']","[0.011, 0.595]",['Track 1']
102,jazz_audio46,iteration2,['Track 10'],[1.0],['Track 10']
103,jazz_audio46,iteration3,[],[],[None]
104,jazz_audio45,initial iteration,"['Marimba', 'Fingered Bass', 'Cymbals', 'Rythm Guitar', 'Muted Guitar', 'Kick drums', 'Solo Guitar', 'Piano R.H.', 'Synth Brass', 'Synvox', 'Piano L.H.', 'Vibraphone', 'Snare']","[0.231, 0.016, 0.03, 0.205, -0.022, 0.045, 0.629, 0.582, 0.353, -0.091, 0.021, 0.175, -0.099]",['Solo Guitar']
105,jazz_audio45,iteration1,"['Marimba', 'Fingered Bass', 'Cymbals', 'Rythm Guitar', 'Muted Guitar', 'Kick drums', 'Piano R.H.', 'Synth Brass', 'Synvox', 'Piano L.H.', 'Vibraphone', 'Snare']","[0.157, -0.041, 0.049, 0.131, -0.051, 0.106, 0.582, 0.669, 0.39, -0.056, 0.09, -0.01]",['Synth Brass']
106,jazz_audio45,iteration2,"['Marimba', 'Fingered Bass', 'Cymbals', 'Rythm Guitar', 'Muted Guitar', 'Kick drums', 'Piano R.H.', 'Synvox', 'Piano L.H.', 'Vibraphone', 'Snare']","[0.152, -0.104, 0.185, 0.058, -0.088, 0.041, 0.771, 0.446, -0.189, 0.133, -0.068]",['Piano R.H.']
107,jazz_audio45,iteration3,"['Marimba', 'Fingered Bass', 'Cymbals', 'Rythm Guitar', 'Muted Guitar', 'Kick drums', 'Synvox', 'Piano L.H.', 'Vibraphone', 'Snare']","[0.219, -0.012, 0.169, 0.092, -0.08, -0.009, 0.584, -0.191, 0.255, -0.168]",['Synvox']
108,jazz_audio44,initial iteration,"['Drums', 'Riff', 'piano track 1', 'Melo', 'Bass', 'Guitar']","[0.005, 0.126, 0.247, 0.604, -0.005, 0.39]",['Melo']
109,jazz_audio44,iteration1,"['Drums', 'Riff', 'piano track 1', 'Bass', 'Guitar']","[0.148, 0.227, 0.366, 0.144, 0.109]",['piano track 1']
110,jazz_audio44,iteration2,"['Drums', 'Riff', 'Bass', 'Guitar']","[0.201, 0.119, 0.23, 0.104]",['Bass']
111,jazz_audio44,iteration3,"['Drums', 'Riff', 'Guitar']","[0.157, 0.312, 0.238]",['Riff']
112,jazz_audio41,initial iteration,"['Rhodes-low', 'Eric Marienthal', 'John Pattituci', 'Dave Weckl', 'synth sub', 'Rhodes-high', 'syth bass dr', 'Chick Corea', 'FMelp-accomp', 'synth-sub', 'Sequencer', 'Frank Gambale']","[-0.256, 0.17, 0.031, 0.109, 0.8, -0.347, -0.139, 0.817, 0.355, 0.115, 0.05, 0.553]",['Chick Corea']
113,jazz_audio41,iteration1,"['Rhodes-low', 'Eric Marienthal', 'John Pattituci', 'Dave Weckl', 'synth sub', 'Rhodes-high', 'syth bass dr', 'FMelp-accomp', 'synth-sub', 'Sequencer', 'Frank Gambale']","[-0.006, 0.866, 0.203, 0.138, 0.793, -0.074, -0.014, -0.111, 0.107, 0.138, -0.058]",['Eric Marienthal']
114,jazz_audio41,iteration2,"['Rhodes-low', 'John Pattituci', 'Dave Weckl', 'synth sub', 'Rhodes-high', 'syth bass dr', 'FMelp-accomp', 'synth-sub', 'Sequencer', 'Frank Gambale']","[0.013, 0.143, 0.434, 0.474, 0.236, -0.103, 0.25, 0.108, 0.135, 0.411]",['synth sub']
115,jazz_audio41,iteration3,"['Rhodes-low', 'John Pattituci', 'Dave Weckl', 'Rhodes-high', 'syth bass dr', 'FMelp-accomp', 'synth-sub', 'Sequencer', 'Frank Gambale']","[-0.056, 0.12, 0.436, 0.267, 0.118, 0.249, 0.101, 0.136, 0.44]",['Frank Gambale']
