,Audio file name,Iterations,Tracks,Correlations,Tracks removed
12,pop_audio3,initial iteration,"['Hypersaw heaven 2 (MIDI)', 'Keys (MIDI)', 'Deep2 (MIDI)', 'Keys #2 (MIDI)', '4 drawbars (MIDI)']","[0.033, 0.024, 0.249, 0.306, -0.23]",['Keys #2 (MIDI)']
13,pop_audio3,iteration1,"['Hypersaw heaven 2 (MIDI)', 'Keys (MIDI)', 'Deep2 (MIDI)', '4 drawbars (MIDI)']","[-0.004, -0.571, 0.455, 0.063]",['Deep2 (MIDI)']
14,pop_audio3,iteration2,"['Hypersaw heaven 2 (MIDI)', 'Keys (MIDI)', '4 drawbars (MIDI)']","[0.253, 0.595, 0.289]",['Keys (MIDI)']
15,pop_audio3,iteration3,"['Hypersaw heaven 2 (MIDI)', '4 drawbars (MIDI)']","[0.51, 0.294]",['Hypersaw heaven 2 (MIDI)']
16,pop_audio7,initial iteration,"['Dist Guit', 'Ride Cym', 'reso synth', 'More lead strings', 'Lead Strings', 'Mellow Strings', 'Bass', 'Kick', 'Snare']","[0.134, 0.943, 0.022, 0.728, 0.566, 0.269, -0.129, 0.02, 0.211]",['Ride Cym']
17,pop_audio7,iteration1,"['Dist Guit', 'reso synth', 'More lead strings', 'Lead Strings', 'Mellow Strings', 'Bass', 'Kick', 'Snare']","[0.161, 0.04, 0.812, 0.723, 0.262, -0.254, 0.002, 0.131]",['More lead strings']
18,pop_audio7,iteration2,"['Dist Guit', 'reso synth', 'Lead Strings', 'Mellow Strings', 'Bass', 'Kick', 'Snare']","[0.004, 0.048, 0.73, 0.432, -0.139, 0.064, 0.285]",['Lead Strings']
19,pop_audio7,iteration3,"['Dist Guit', 'reso synth', 'Mellow Strings', 'Bass', 'Kick', 'Snare']","[-0.207, 0.671, 0.125, -0.116, 0.007, -0.028]",['reso synth']
20,pop_audio4,initial iteration,"['Drums', 'Chorus', 'Strings', 'Bass #2', 'Voice', 'Lead']","[0.135, 0.977, -0.068, 0.05, -0.128, 0.027]",['Chorus']
21,pop_audio4,iteration1,"['Drums', 'Strings', 'Bass #2', 'Voice', 'Lead']","[0.26, 0.107, 0.353, 0.124, -0.006]",['Bass #2']
22,pop_audio4,iteration2,"['Drums', 'Strings', 'Voice', 'Lead']","[0.264, 0.023, 0.137, -0.026]",['Drums']
23,pop_audio4,iteration3,"['Strings', 'Voice', 'Lead']","[0.037, -0.257, 0.326]",['Lead']
24,pop_audio5,initial iteration,"['DRUMS', 'TOMS', 'HARMONY', 'ACCORDIAN', 'STRINGS', 'HARMONICA', 'STEEL DRUMS', 'BASS', 'LEAD']","[0.011, -0.075, 0.964, 0.181, 0.138, -0.012, 0.366, -0.025, 0.662]",['HARMONY']
25,pop_audio5,iteration1,"['DRUMS', 'TOMS', 'ACCORDIAN', 'STRINGS', 'HARMONICA', 'STEEL DRUMS', 'BASS', 'LEAD']","[0.022, -0.265, 0.171, -0.254, 0.031, 0.274, -0.012, 0.888]",['LEAD']
26,pop_audio5,iteration2,"['DRUMS', 'TOMS', 'ACCORDIAN', 'STRINGS', 'HARMONICA', 'STEEL DRUMS', 'BASS']","[0.055, -0.417, 0.232, -0.037, 0.117, 0.374, -0.427]",['STEEL DRUMS']
27,pop_audio5,iteration3,"['DRUMS', 'TOMS', 'ACCORDIAN', 'STRINGS', 'HARMONICA', 'BASS']","[0.067, -0.287, 0.287, 0.504, 0.115, -0.384]",['STRINGS']
28,pop_audio15,initial iteration,"['Sawer #3 (MIDI)', 'Stairs (MIDI)', 'Sawer (MIDI)', 'Keys (MIDI)', 'FPC #2 (MIDI)', 'FPC (MIDI)', 'Absynth 5 (MIDI)', 'Sawer #2 (MIDI)', 'Keys #2 (MIDI)', 'BooBass (MIDI)']","[0.777, -0.124, 0.927, 0.372, 0.141, 0.93, -0.133, -0.306, 0.579, -0.062]",['FPC (MIDI)']
29,pop_audio15,iteration1,"['Sawer #3 (MIDI)', 'Stairs (MIDI)', 'Sawer (MIDI)', 'Keys (MIDI)', 'FPC #2 (MIDI)', 'Absynth 5 (MIDI)', 'Sawer #2 (MIDI)', 'Keys #2 (MIDI)', 'BooBass (MIDI)']","[0.743, -0.014, 0.954, 0.379, 0.111, -0.108, 0.057, 0.562, -0.111]",['Sawer (MIDI)']
30,pop_audio15,iteration2,"['Sawer #3 (MIDI)', 'Stairs (MIDI)', 'Keys (MIDI)', 'FPC #2 (MIDI)', 'Absynth 5 (MIDI)', 'Keys #2 (MIDI)', 'BooBass (MIDI)']","[0.743, -0.041, 0.343, 0.096, -0.017, 0.563, -0.132]",['Sawer #3 (MIDI)']
31,pop_audio15,iteration3,"['Stairs (MIDI)', 'Keys (MIDI)', 'FPC #2 (MIDI)', 'Absynth 5 (MIDI)', 'Keys #2 (MIDI)', 'BooBass (MIDI)']","[0.098, 0.305, 0.066, 0.336, 0.432, -0.016]",['Keys #2 (MIDI)']
32,pop_audio14,initial iteration,"['2 Electric', '5 Bass', '10 Drums Clap', '13 Pizz', '6 Orchestra Hit', '1 Guitar', '3 Strings', '9 Sawtooth', '11 Pad', '8 Notes', '10 Drums', '12 Chorus']","[-0.103, 0.13, 0.09, -0.035, -0.06, 0.003, 0.003, 0.101, 0.713, -0.133, 0.082, -0.152]",['11 Pad']
33,pop_audio14,iteration1,"['2 Electric', '5 Bass', '10 Drums Clap', '13 Pizz', '6 Orchestra Hit', '1 Guitar', '3 Strings', '9 Sawtooth', '8 Notes', '10 Drums', '12 Chorus', '14 Gunshot']","[-0.096, 0.139, 0.127, -0.154, -0.087, -0.055, -0.031, 0.058, -0.156, 0.207, -0.144, -0.072]",['10 Drums']
34,pop_audio14,iteration2,"['2 Electric', '5 Bass', '10 Drums Clap', '6 Orchestra Hit', '1 Guitar', '3 Strings', '9 Sawtooth', '8 Notes', '12 Chorus', '14 Gunshot']","[0.03, 0.166, 0.122, 0.168, 0.075, 0.075, 0.093, -0.134, -0.15, -0.064]",['6 Orchestra Hit']
35,pop_audio14,iteration3,"['2 Electric', '5 Bass', '10 Drums Clap', '1 Guitar', '3 Strings', '9 Sawtooth', '8 Notes', '12 Chorus', '14 Gunshot']","[0.032, 0.166, 0.122, 0.076, 0.076, 0.062, -0.134, -0.15, -0.064]",['5 Bass']
36,pop_audio16,initial iteration,"['Reverse Cymbal', 'Whistle', 'Sea Shore', 'Open Hi Hat', 'Crash Cymbal', 'Strings', 'Overdriven Guitar', 'Bass Drum', 'Melody', 'Bass', 'Chords', 'Snare Drum', 'Hi Hat', 'Sax', 'Claps', 'Background Vocals']","[0.282, 0.949, -0.061, 0.018, 0.078, -0.222, 0.933, 0.104, 0.654, -0.035, 0.055, -0.031, -0.137, -0.681, 0.334, 0.46]",['Whistle']
37,pop_audio16,iteration1,"['Reverse Cymbal', 'Open Hi Hat', 'Crash Cymbal', 'Strings', 'Overdriven Guitar', 'Bass Drum', 'Melody', 'Bass', 'Chords', 'Snare Drum', 'Hi Hat', 'Sax', 'Claps', 'Background Vocals']","[0.164, 0.102, 0.095, -0.159, 0.928, 0.014, 0.823, -0.045, 0.142, -0.092, -0.356, 0.061, -0.865, 0.248]",['Overdriven Guitar']
38,pop_audio16,iteration2,"['Reverse Cymbal', 'Open Hi Hat', 'Crash Cymbal', 'Strings', 'Bass Drum', 'Melody', 'Bass', 'Chords', 'Snare Drum', 'Hi Hat', 'Sax', 'Claps', 'Background Vocals']","[0.164, 0.099, 0.095, -0.159, 0.04, 0.823, -0.076, 0.136, -0.085, -0.35, 0.061, -0.865, 0.248]",['Melody']
39,pop_audio16,iteration3,"['Reverse Cymbal', 'Open Hi Hat', 'Crash Cymbal', 'Strings', 'Bass Drum', 'Bass', 'Splash Cymbal', 'Chords', 'Snare Drum', 'Hi Hat', 'Sax', 'Background Vocals']","[0.216, 0.14, 0.364, 0.998, 0.037, 0.154, 0.521, 0.193, -0.217, -0.644, 0.535, 0.92]",['Strings']
40,pop_audio17,initial iteration,"['SynthBass G-040', 'Toms', 'More Birds G-124', 'Sweep G-96', 'Vocal G-092', 'Bass Drum', 'Dist Gtr G-31', 'Analog Pad G-051', 'Overdrive Gtr G-30', 'Mute Gtr G-029', 'Overdrive G-030', 'The Birds G-124', 'Snare', 'Crash Drums GM-129']","[0.96, 0.057, -0.481, -0.005, -0.341, 0.003, -0.06, 0.394, 0.738, 0.463, 0.163, 0.145, -0.024, 0.035]",['SynthBass G-040']
41,pop_audio17,iteration1,"['Toms', 'More Birds G-124', 'Sweep G-96', 'Vocal G-092', 'Bass Drum', 'Dist Gtr G-31', 'Analog Pad G-051', 'Overdrive Gtr G-30', 'Mute Gtr G-029', 'Overdrive G-030', 'The Birds G-124', 'Snare', 'Crash Drums GM-129']","[-0.269, -0.306, -0.086, 0.173, -0.01, 0.566, 0.23, 0.534, 0.774, -0.01, -0.01, -0.004, -0.109]",['Mute Gtr G-029']
42,pop_audio17,iteration2,"['Toms', 'More Birds G-124', 'Sweep G-96', 'Vocal G-092', 'Bass Drum', 'Dist Gtr G-31', 'Analog Pad G-051', 'Overdrive Gtr G-30', 'Overdrive G-030', 'The Birds G-124', 'Snare', 'Crash Drums GM-129']","[0.066, 0.095, 0.999, 0.788, 0.003, 0.613, 0.262, 0.126, 0.672, -0.134, 0.009, -0.013]",['Sweep G-96']
43,pop_audio17,iteration3,"['Toms', 'More Birds G-124', 'Vocal G-092', 'Bass Drum', 'Dist Gtr G-31', 'Analog Pad G-051', 'Overdrive Gtr G-30', 'Overdrive G-030', 'The Birds G-124', 'Snare', 'Crash Drums GM-129']","[0.066, -0.629, 0.788, -0.001, 0.621, 0.067, 0.126, 0.67, 0.038, 0.009, 0.164]",['Vocal G-092']
44,pop_audio13,initial iteration,"['Drums', 'Piano', 'Choir', 'Melody', 'Bass', 'Guitar', 'Saxophone']","[0.058, 0.259, 0.144, 0.652, 0.043, -0.236, 0.417]",['Melody']
45,pop_audio13,iteration1,"['Drums', 'Piano', 'Choir', 'Bass', 'Guitar', 'Saxophone']","[-0.086, 0.229, -0.133, 0.262, 0.049, -0.241]",['Bass']
46,pop_audio13,iteration2,"['Drums', 'Piano', 'Choir', 'Guitar', 'Saxophone']","[-0.207, 0.533, -0.076, -0.022, 0.008]",['Piano']
47,pop_audio13,iteration3,"['Drums', 'Choir', 'Guitar', 'Saxophone']","[0.523, 0.208, 0.603, 0.848]",['Saxophone']
48,pop_audio12,initial iteration,"['Drums', 'Piano', 'Rock Organ', 'SynthBrass 1', 'Bass', 'VOICE', 'LEAD', 'Electric Piano1']","[0.083, 0.051, -0.188, 0.283, -0.011, 0.967, 0.935, 0.019]",['VOICE']
49,pop_audio12,iteration1,"['Drums', 'Piano', 'Rock Organ', 'SynthBrass 1', 'Bass', 'LEAD', 'Electric Piano1']","[0.107, -0.039, -0.173, 0.224, 0.029, 0.888, 0.055]",['LEAD']
50,pop_audio12,iteration2,"['Drums', 'Piano', 'Rock Organ', 'SynthBrass 1', 'Bass', 'Electric Piano1']","[0.074, 0.191, -0.037, 0.234, 0.128, -0.093]",['SynthBrass 1']
51,pop_audio12,iteration3,"['Drums', 'Piano', 'Rock Organ', 'Bass', 'Electric Piano1']","[0.223, 0.203, 0.082, 0.071, -0.091]",['Drums']
52,pop_audio38,initial iteration,"['Drums', 'Piano', 'Bells', 'Pizacatto', 'Bells Delay', 'Strings', 'Melody', 'Bass']","[0.251, -0.135, -0.348, 0.358, -0.33, 0.255, 0.986, 0.232]",['Melody']
53,pop_audio38,iteration1,"['Drums', 'Piano', 'Bells', 'Pizacatto', 'Bells Delay', 'Strings', 'Bass']","[-0.128, 0.723, 0.476, 0.439, 0.476, -0.088, 0.053]",['Piano']
54,pop_audio38,iteration2,"['Drums', 'Bells', 'Pizacatto', 'Bells Delay', 'Strings', 'Bass']","[-0.04, 0.354, 0.642, 0.353, 0.085, 0.925]",['Bass']
55,pop_audio38,iteration3,"['Drums', 'Bells', 'Pizacatto', 'Bells Delay', 'Strings']","[0.378, 1.0, 0.88, 1.0, 0.666]",['Bells']
56,pop_audio10,initial iteration,"['Picked Bass', 'FX 2', 'FX 1', 'Drumset', 'Piano Bass', 'Lead Piano', 'Brass Section', 'Voice Choir', 'Young Thug', 'Camila Cabello', 'Choir Strings', 'Trumpet']","[0.382, -0.263, 0.08, -0.116, 0.507, 0.248, 0.115, -0.358, 0.288, 0.66, 0.658, 0.959]",['Trumpet']
57,pop_audio10,iteration1,"['Picked Bass', 'FX 2', 'FX 1', 'Drumset', 'Piano Bass', 'Lead Piano', 'Brass Section', 'Voice Choir', 'Young Thug', 'Camila Cabello', 'Choir Strings']","[0.506, -0.304, 0.08, -0.03, 0.618, 0.269, 0.564, -0.315, 0.301, 0.654, 0.658]",['Choir Strings']
58,pop_audio10,iteration2,"['Picked Bass', 'FX 2', 'FX 1', 'Drumset', 'Piano Bass', 'Lead Piano', 'Brass Section', 'Voice Choir', 'Young Thug', 'Camila Cabello']","[0.486, 0.078, 0.041, -0.057, 0.661, 0.237, 0.392, -0.814, 0.3, 0.056]",['Piano Bass']
59,pop_audio10,iteration3,"['Picked Bass', 'FX 2', 'FX 1', 'Drumset', 'Lead Piano', 'Brass Section', 'Voice Choir', 'Young Thug', 'Camila Cabello']","[0.44, 0.049, -0.014, -0.116, 0.179, 0.278, 0.788, 0.113, 0.055]",['Voice Choir']
60,pop_audio11,initial iteration,"['Drums', 'Piano', 'Distorted Guitar', 'Harmony Voice', 'Bass Guitar', 'Low Background Vox ', 'High Rhythm Melody', 'Strings', '2nd Lead Vox', 'Low Rhythm Melody ', '2nd Rhythm Melody', 'High Background Vox', 'Lead Guitar', 'Rhythm Guitar', 'Lead Vox']","[-0.073, 0.471, -0.106, 0.146, 0.373, 0.066, -0.034, 0.317, 0.619, 0.018, 0.426, -0.084, -0.099, -0.286, 0.673]",['Lead Vox']
61,pop_audio11,iteration1,"['Drums', 'Piano', 'Distorted Guitar', 'Harmony Voice', 'Bass Guitar', 'Low Background Vox ', 'High Rhythm Melody', 'Strings', '2nd Lead Vox', 'Low Rhythm Melody ', '2nd Rhythm Melody', 'High Background Vox', 'Lead Guitar', 'Rhythm Guitar']","[0.038, 0.465, -0.049, 0.138, 0.209, -0.132, -0.044, 0.065, 0.867, 0.157, 0.163, -0.206, 0.019, -0.078]",['2nd Lead Vox']
62,pop_audio11,iteration2,"['Drums', 'Piano', 'Distorted Guitar', 'Harmony Voice', 'Bass Guitar', 'Low Background Vox ', 'High Rhythm Melody', 'Strings', 'Low Rhythm Melody ', '2nd Rhythm Melody', 'High Background Vox', 'Lead Guitar', 'Rhythm Guitar']","[0.274, 0.537, -0.249, 0.163, -0.053, -0.048, -0.062, 0.323, 0.526, 0.135, -0.118, -0.091, 0.007]",['Piano']
63,pop_audio11,iteration3,"['Drums', 'Distorted Guitar', 'Harmony Voice', 'Bass Guitar', 'Low Background Vox ', 'High Rhythm Melody', 'Strings', 'Low Rhythm Melody ', '2nd Rhythm Melody', 'High Background Vox', 'Lead Guitar', 'Rhythm Guitar']","[0.226, -0.187, 0.165, -0.054, -0.112, -0.06, 0.505, 0.56, 0.111, -0.098, -0.151, 0.109]",['Low Rhythm Melody ']
64,pop_audio34,initial iteration,"['Drums', 'extra', 'Synth', 'Choir', 'Guitar Lead 2', 'Strings', 'Guitar Lead 1', 'Melody', 'Bass', 'Slow Strings']","[0.347, 0.629, 0.352, 0.696, 0.089, 0.517, -0.216, 0.605, 0.37, -0.051]",['Choir']
65,pop_audio34,iteration1,"['Drums', 'extra', 'Synth', 'Guitar Lead 2', 'Strings', 'Guitar Lead 1', 'Melody', 'Bass', 'Slow Strings']","[0.301, 0.601, 0.386, 0.171, 0.529, 0.031, 0.619, 0.339, 0.212]",['Melody']
66,pop_audio34,iteration2,"['Drums', 'extra', 'Synth', 'Guitar Lead 2', 'Strings', 'Guitar Lead 1', 'Bass', 'Slow Strings']","[0.286, 0.576, 0.528, 0.206, 0.557, 0.145, 0.343, 1.0]",['Slow Strings']
67,pop_audio34,iteration3,"['Drums', 'extra', 'Synth', 'Guitar Lead 2', 'Strings', 'Guitar Lead 1', 'Bass']","[0.28, 0.58, 0.528, 0.093, 0.558, -0.273, 0.336]",['extra']
68,pop_audio23,initial iteration,"['Drums', 'Piano', 'Flute', 'Melody', 'Bass', 'Guitar']","[-0.031, 0.758, 0.443, -0.16, -0.297, 0.525]",['Piano']
69,pop_audio23,iteration1,"['Drums', 'Flute', 'Melody', 'Bass', 'Guitar']","[-0.634, -0.057, -0.0, -0.081, -0.062]",[None]
70,pop_audio23,iteration2,"['Drums', 'Flute', 'Melody', 'Bass', 'Guitar']","[-0.634, -0.057, -0.0, -0.081, -0.062]",[None]
71,pop_audio23,iteration3,"['Drums', 'Flute', 'Melody', 'Bass', 'Guitar']","[-0.634, -0.057, -0.0, -0.081, -0.062]",[None]
72,pop_audio36,initial iteration,"['drums', 'vocals 2', 'strings', 'vocals 1', 'bass', 'orchestra 1']","[-0.117, 0.53, 0.499, 0.665, 0.4, 0.008]",['vocals 1']
73,pop_audio36,iteration1,"['drums', 'vocals 2', 'strings', 'bass', 'orchestra 1']","[-0.06, 0.484, 0.553, 0.375, 0.108]",['strings']
74,pop_audio36,iteration2,"['drums', 'vocals 2', 'bass', 'orchestra 1']","[-0.045, 0.298, 0.941, 0.223]",['bass']
75,pop_audio36,iteration3,"['drums', 'vocals 2', 'orchestra 1']","[-0.079, 0.888, 0.07]",['vocals 2']
76,pop_audio26,initial iteration,"['Drums', 'Piano', 'Bass2', 'Strings4', 'Melody', 'Strings1', 'Strings3', 'Bass', 'Strings2', 'Guitar']","[0.032, 0.279, 0.209, 0.776, 0.907, 0.412, 0.299, -0.137, 0.767, 0.11]",['Melody']
77,pop_audio26,iteration1,"['Drums', 'Piano', 'Bass2', 'Strings4', 'Strings1', 'Strings3', 'Bass', 'Strings2', 'Guitar']","[-0.037, 0.228, -0.404, 0.96, 0.625, 0.296, 0.022, 0.506, 0.338]",['Strings4']
78,pop_audio26,iteration2,"['Drums', 'Piano', 'Bass2', 'Strings1', 'Strings3', 'Bass', 'Strings2', 'Guitar']","[0.0, 0.164, -0.432, 0.409, 0.023, 0.228, 0.35, 0.524]",['Guitar']
79,pop_audio26,iteration3,"['Drums', 'Piano', 'Bass2', 'Strings1', 'Strings3', 'Bass', 'Strings2']","[-0.099, 0.186, -0.329, 0.613, 0.466, -0.144, 0.376]",['Strings1']
80,pop_audio27,initial iteration,"['Drums', 'Piano', 'Spring', 'Atmsosphere', 'Melody', 'Bass', 'Guitar']","[0.031, 0.069, 0.31, 0.033, -0.061, 0.235, -0.222]",['Spring']
81,pop_audio27,iteration1,"['Drums', 'Piano', 'Atmsosphere', 'Melody', 'Bass', 'Guitar']","[0.031, 0.069, 0.034, -0.061, 0.235, -0.222]",['Bass']
82,pop_audio27,iteration2,"['Drums', 'Piano', 'Atmsosphere', 'Melody', 'Guitar']","[0.13, 0.406, 0.339, 0.222, 0.044]",['Piano']
83,pop_audio27,iteration3,"['Drums', 'Atmsosphere', 'Melody', 'Guitar']","[0.086, -0.035, 0.957, -0.022]",['Melody']
84,pop_audio19,initial iteration,"['Piano', 'Trommer overgang', 'Trommer', 'Synth', 'Melodi', 'Synth 2', 'Synth 1', 'Fyll String', 'Gitar', 'Bass', 'Sang']","[0.101, 0.103, 0.155, 0.382, 0.14, 0.077, 0.538, 0.301, 0.166, -0.042, 0.304]",['Synth 1']
85,pop_audio19,iteration1,"['Piano', 'Trommer overgang', 'Trommer', 'Synth', 'Melodi', 'Synth 2', 'Fyll String', 'Gitar', 'Bass', 'Sang']","[-0.002, -0.069, 0.076, -0.143, 0.106, 0.312, 0.763, -0.123, -0.051, 0.419]",['Fyll String']
86,pop_audio19,iteration2,"['Piano', 'Trommer overgang', 'Trommer', 'Synth', 'Melodi', 'Synth 2', 'Gitar', 'Bass', 'Sang']","[-0.011, -0.135, 0.112, -0.165, 0.104, 0.253, -0.117, -0.072, 0.466]",['Sang']
87,pop_audio19,iteration3,"['Piano', 'Trommer overgang', 'Trommer', 'Synth', 'Melodi', 'Synth 2', 'Gitar', 'Bass']","[-0.026, -0.134, 0.227, -0.041, 0.205, 0.335, -0.022, 0.001]",['Synth 2']
88,pop_audio25,initial iteration,"['vocal 2', 'synth 3', 'synth 2', 'vocal 3', 'vocal 1', 'synth 1', 'bass']","[0.74, 0.352, 0.254, 0.737, -0.174, -0.024, -0.291]",['vocal 2']
89,pop_audio25,iteration1,"['synth 3', 'synth 2', 'vocal 3', 'vocal 1', 'synth 1', 'bass']","[0.307, 0.44, 0.757, -0.174, -0.056, -0.319]",['vocal 3']
90,pop_audio25,iteration2,"['synth 3', 'synth 2', 'vocal 1', 'synth 1', 'bass']","[0.631, -0.263, -0.158, -0.12, -0.503]",['synth 3']
91,pop_audio25,iteration3,"['synth 2', 'vocal 1', 'synth 1', 'bass']","[-0.646, 0.385, -0.021, -0.11]",['vocal 1']
92,pop_audio30,initial iteration,"['Piano   ', 'Guitar  ', 'Drums   ', 'Bass    ', 'Trombone', 'Sax']","[-0.306, -0.05, -0.247, -0.23, 0.595, 0.498]",['Trombone']
93,pop_audio30,iteration1,"['Piano   ', 'Guitar  ', 'Drums   ', 'Bass    ', 'Sax']","[0.014, -0.107, 0.107, 0.027, 0.496]",['Sax']
94,pop_audio30,iteration2,"['Piano   ', 'Guitar  ', 'Drums   ', 'Bass    ']","[0.355, -0.156, 0.519, -0.062]",['Drums   ']
95,pop_audio30,iteration3,"['Piano   ', 'Guitar  ', 'Bass    ']","[0.369, 0.377, 0.364]",['Guitar  ']
96,pop_audio8,initial iteration,"['Piano', 'O', 'Flute', 'Pan Flute', 'Choir', 'Melody', 'String', 'Sting', 'Bass']","[0.031, -0.003, -0.869, 0.129, -0.132, 0.88, -0.898, -0.224, 0.117]",['Melody']
97,pop_audio8,iteration1,"['Piano', 'O', 'Flute', 'Pan Flute', 'Choir', 'String', 'Sting', 'Bass']","[0.037, 0.33, -0.397, -0.002, -0.697, -0.066, -0.189, 0.079]",['O']
98,pop_audio8,iteration2,"['Piano', 'Flute', 'Pan Flute', 'Choir', 'String', 'Bass']","[0.007, -0.416, -0.001, -0.876, -0.066, 0.149]",['Bass']
99,pop_audio8,iteration3,"['Piano', 'Flute', 'Pan Flute', 'Choir', 'String']","[0.012, -0.473, -0.012, 0.258, -0.066]",['Choir']
100,pop_audio43,initial iteration,"['Drums', 'Piano', 'Intro Chime Synth', 'Strings', 'Bass', 'Guitar', 'Crystal Runs', 'Lead Vox']","[-0.229, 0.441, 0.592, 0.435, 0.069, -0.105, -0.277, 0.7]",['Lead Vox']
101,pop_audio43,iteration1,"['Drums', 'Piano', 'Intro Chime Synth', 'Strings', 'Bass', 'Guitar', 'Crystal Runs']","[0.109, 0.8, 0.884, 0.264, -0.035, 0.035, -0.363]",['Intro Chime Synth']
102,pop_audio43,iteration2,"['Drums', 'Piano', 'Strings', 'Bass', 'Guitar', 'Crystal Runs']","[0.457, 0.633, 0.596, 0.142, -0.023, -0.379]",['Piano']
103,pop_audio43,iteration3,"['Drums', 'Strings', 'Bass', 'Guitar', 'Crystal Runs']","[0.727, 0.648, 0.267, -0.083, 0.685]",['Drums']
104,pop_audio9,initial iteration,"['piano track 7', 'piano track 6', 'piano track 4', 'MADONNA', 'piano track 5', 'Sequenciada Por:', 'piano track 1', 'fabriciaviana@zipmai', 'piano track 2', 'piano track 3', 'piano track 12', 'Fabrícia Viana', 'piano track 10', 'piano track 11', '(085) 232 5206', 'Beautiful Stranger', 'e-mail:', 'piano track 8', 'piano track 9', 'l.com.br']","[-0.057, 0.103, 0.222, -0.193, 0.004, -0.155, 0.068, 0.38, 0.08, 0.167, 0.811, 0.523, -0.697, 0.684, 0.39, 0.225, -0.127, 0.055, 0.122, 0.416]",['piano track 12']
105,pop_audio9,iteration1,"['piano track 7', 'piano track 6', 'piano track 4', 'MADONNA', 'piano track 5', 'Sequenciada Por:', 'piano track 1', 'fabriciaviana@zipmai', 'piano track 2', 'piano track 3', 'Fabrícia Viana', 'piano track 10', 'piano track 11', '(085) 232 5206', 'Beautiful Stranger', 'e-mail:', 'piano track 8', 'piano track 9', 'l.com.br']","[-0.057, 0.103, 0.218, -0.193, 0.005, -0.166, 0.078, 0.379, 0.079, 0.125, 0.671, -0.783, 0.684, 0.432, 0.217, 0.202, 0.055, 0.095, 0.413]",['piano track 11']
