,Audio file name,Iterations,Tracks,Correlations,Tracks removed
36,01ausmei,initial iteration,"['piano track 4', 'piano track 1', 'piano track 2', 'piano track 3']","[0.222, 0.343, 0.459, 0.335]",['piano track 2']
37,01ausmei,iteration1,"['piano track 4', 'piano track 1', 'piano track 3']","[0.168, 0.327, 0.182]",['piano track 1']
38,01ausmei,iteration2,"['piano track 4', 'piano track 3']","[-0.106, 0.376]",['piano track 3']
39,01ausmei,iteration3,['piano track 4'],[1.0],['piano track 4']
40,09ermunt,initial iteration,"['piano track 4', 'piano track 1', 'piano track 2', 'piano track 3']","[0.147, 0.532, 0.424, -0.06]",['piano track 1']
41,09ermunt,iteration1,"['piano track 4', 'piano track 2', 'piano track 3']","[-0.157, 0.719, 0.097]",['piano track 2']
42,09ermunt,iteration2,"['piano track 4', 'piano track 3']","[0.261, 0.573]",['piano track 3']
43,09ermunt,iteration3,['piano track 4'],[1.0],['piano track 4']
44,catech5,initial iteration,"['Recorder', 'Electric Bass(finger)', 'Ocarina', 'English Horn']","[0.774, -0.476, 0.65, 0.666]",['Recorder']
45,catech5,iteration1,"['Electric Bass(finger)', 'Ocarina', 'English Horn']","[-0.131, 0.854, 0.889]",['English Horn']
46,catech5,iteration2,"['Electric Bass(finger)', 'Ocarina']","[0.515, 0.3]",['Electric Bass(finger)']
47,catech5,iteration3,['Ocarina'],[1.0],['Ocarina']
48,13allein,initial iteration,"['piano track 4', 'piano track 1', 'piano track 2', 'piano track 3']","[0.07, 0.348, 0.286, -0.098]",['piano track 1']
49,13allein,iteration1,"['piano track 4', 'piano track 2', 'piano track 3']","[0.066, 0.105, 0.246]",['piano track 3']
50,13allein,iteration2,"['piano track 4', 'piano track 2']","[0.212, 0.115]",['piano track 4']
51,13allein,iteration3,['piano track 2'],[1.0],['piano track 2']
52,catech4,initial iteration,"['Viola', 'Violin', 'Cello', 'Contrabass']","[0.418, 0.772, 0.283, 0.108]",['Violin']
53,catech4,iteration1,"['Viola', 'Cello', 'Contrabass']","[0.935, 0.553, 0.291]",['Viola']
54,catech4,iteration2,"['Cello', 'Contrabass']","[0.974, 0.301]",['Cello']
55,catech4,iteration3,['Contrabass'],[1.0],['Contrabass']
56,cou2,initial iteration,"['piano track 4', 'piano track 5', 'piano track 1', 'piano track 2', 'piano track 3']","[0.217, 0.159, 0.626, 0.587, 0.431]",['piano track 1']
57,cou2,iteration1,"['piano track 4', 'piano track 5', 'piano track 2', 'piano track 3']","[0.273, 0.056, 0.837, 0.563]",['piano track 2']
58,cou2,iteration2,"['piano track 4', 'piano track 5', 'piano track 3']","[0.275, 0.136, 0.682]",['piano track 3']
59,cou2,iteration3,"['piano track 4', 'piano track 5']","[0.896, 0.706]",['piano track 4']
60,catech6,initial iteration,"['Lead 2(Sawtooth)', 'Lead 3(calliope)', 'Oboe', 'Contrabass']","[0.202, -0.014, 0.791, 0.194]",['Oboe']
61,catech6,iteration1,"['Lead 2(Sawtooth)', 'Lead 3(calliope)', 'Contrabass']","[0.683, 0.49, 0.138]",['Lead 2(Sawtooth)']
62,catech6,iteration2,"['Lead 3(calliope)', 'Contrabass']","[0.517, 0.27]",['Lead 3(calliope)']
63,catech6,iteration3,['Contrabass'],[1.0],['Contrabass']
64,08freuet,initial iteration,"['piano track 4', 'piano track 1', 'piano track 2', 'piano track 3']","[0.342, 0.593, 0.514, 0.167]",['piano track 1']
65,08freuet,iteration1,"['piano track 4', 'piano track 2', 'piano track 3']","[0.104, 0.648, 0.452]",['piano track 2']
66,08freuet,iteration2,"['piano track 4', 'piano track 3']","[0.25, 0.595]",['piano track 3']
67,08freuet,iteration3,['piano track 4'],[1.0],['piano track 4']
68,schub5,initial iteration,"['Clarinet', 'Hammond Organ', 'Pad 1(new age)', 'Music Box']","[0.543, -0.027, 0.197, 0.355]",['Clarinet']
69,schub5,iteration1,"['Hammond Organ', 'Pad 1(new age)', 'Music Box']","[0.325, 0.91, 0.228]",['Pad 1(new age)']
70,schub5,iteration2,"['Hammond Organ', 'Music Box']","[0.337, 0.382]",['Music Box']
71,schub5,iteration3,['Hammond Organ'],[1.0],['Hammond Organ']
72,gig1,initial iteration,"['piano track 4', 'piano track 5', 'piano track 1', 'piano track 2', 'piano track 3']","[0.812, 0.211, 0.755, 0.157, 0.318]",['piano track 4']
73,gig1,iteration1,"['piano track 5', 'piano track 1', 'piano track 2', 'piano track 3']","[0.259, 0.465, 0.19, 0.427]",['piano track 1']
74,gig1,iteration2,"['piano track 5', 'piano track 2', 'piano track 3']","[0.456, 0.417, 0.835]",['piano track 3']
75,gig1,iteration3,"['piano track 5', 'piano track 2']","[1.0, 0.993]",['piano track 5']
76,07nunlob,initial iteration,"['piano track 4', 'piano track 1', 'piano track 2', 'piano track 3']","[0.187, 0.397, 0.377, 0.186]",['piano track 1']
77,07nunlob,iteration1,"['piano track 4', 'piano track 2', 'piano track 3']","[-0.044, 0.669, 0.518]",['piano track 2']
78,07nunlob,iteration2,"['piano track 4', 'piano track 3']","[0.164, 0.562]",['piano track 3']
79,07nunlob,iteration3,['piano track 4'],[1.0],['piano track 4']
80,catech2,initial iteration,"['Reed Organ', 'Hammond Organ', 'Viola', 'Lead 2 (Sawtooth)']","[0.037, 0.376, 0.28, -0.292]",['Hammond Organ']
81,catech2,iteration1,"['Reed Organ', 'Viola', 'Lead 2 (Sawtooth)']","[-0.094, 0.037, -0.066]",['Viola']
82,catech2,iteration2,"['Reed Organ', 'Lead 2 (Sawtooth)']","[0.075, 0.708]",['Lead 2 (Sawtooth)']
83,catech2,iteration3,['Reed Organ'],[1.0],['Reed Organ']
84,men1,initial iteration,"['piano track 4', 'piano track 5', 'piano track 1', 'piano track 2', 'piano track 3']","[0.091, 0.289, 0.222, 0.497, 0.142]",['piano track 2']
85,men1,iteration1,"['piano track 4', 'piano track 5', 'piano track 1', 'piano track 3']","[0.096, 0.289, 0.245, -0.016]",['piano track 5']
86,men1,iteration2,"['piano track 4', 'piano track 1', 'piano track 3']","[0.132, 0.421, -0.016]",['piano track 1']
87,men1,iteration3,"['piano track 4', 'piano track 3']","[0.93, 0.321]",['piano track 4']
88,catech1,initial iteration,"['Clarinet', 'String Ensemble 1', 'Pad 1 (New Age)', 'Brass Section']","[0.165, 0.185, 0.711, 0.82]",['Brass Section']
89,catech1,iteration1,"['Clarinet', 'String Ensemble 1', 'Pad 1 (New Age)']","[0.092, 0.179, 0.343]",['Pad 1 (New Age)']
90,catech1,iteration2,"['Clarinet', 'String Ensemble 1']","[0.608, 0.926]",['String Ensemble 1']
91,catech1,iteration3,['Clarinet'],[1.0],['Clarinet']
92,pre1,initial iteration,"['piano track 4', 'piano track 1', 'piano track 2', 'piano track 3']","[0.377, 0.916, 0.387, 0.399]",['piano track 1']
93,pre1,iteration1,"['piano track 4', 'piano track 2', 'piano track 3']","[0.626, 0.462, 0.138]",['piano track 4']
94,pre1,iteration2,"['piano track 2', 'piano track 3']","[0.866, 0.537]",['piano track 2']
95,pre1,iteration3,['piano track 3'],[1.0],['piano track 3']
96,05anwass,initial iteration,"['piano track 4', 'piano track 1', 'piano track 2', 'piano track 3']","[0.312, 0.397, 0.293, 0.268]",['piano track 1']
97,05anwass,iteration1,"['piano track 4', 'piano track 2', 'piano track 3']","[0.06, 0.505, 0.377]",['piano track 2']
98,05anwass,iteration2,"['piano track 4', 'piano track 3']","[0.088, 0.672]",['piano track 3']
99,05anwass,iteration3,['piano track 4'],[1.0],['piano track 4']
100,04esistd,initial iteration,"['piano track 4', 'piano track 1', 'piano track 2', 'piano track 3']","[0.592, 0.674, 0.557, 0.279]",['piano track 1']
101,04esistd,iteration1,"['piano track 4', 'piano track 2', 'piano track 3']","[0.28, 0.822, 0.584]",['piano track 2']
102,04esistd,iteration2,"['piano track 4', 'piano track 3']","[-0.066, 0.755]",['piano track 3']
103,04esistd,iteration3,['piano track 4'],[1.0],['piano track 4']
104,14oherre,initial iteration,"['piano track 4', 'piano track 1', 'piano track 2', 'piano track 3']","[0.191, 0.573, 0.396, -0.27]",['piano track 1']
105,14oherre,iteration1,"['piano track 4', 'piano track 2', 'piano track 3']","[0.352, 0.618, 0.271]",['piano track 2']
106,14oherre,iteration2,"['piano track 4', 'piano track 3']","[0.186, 0.849]",['piano track 3']
107,14oherre,iteration3,['piano track 4'],[1.0],['piano track 4']
108,catech10,initial iteration,"['Clarinet', 'Hammond Organ', 'Pad 1(new age)', 'Viola', 'String Ensemble', 'Oboe', 'Contrabass', 'Trombone', 'Trumpet']","[0.103, 0.707, 0.749, 0.887, 0.075, -0.043, 0.115, 0.823, 0.888]",['Trumpet']
109,catech10,iteration1,"['Clarinet', 'Hammond Organ', 'Pad 1(new age)', 'Viola', 'String Ensemble', 'Oboe', 'Contrabass', 'Trombone']","[0.114, 0.707, 0.749, 0.737, 0.076, -0.04, 0.12, 0.875]",['Trombone']
110,catech10,iteration2,"['Clarinet', 'Hammond Organ', 'Pad 1(new age)', 'Viola', 'String Ensemble', 'Oboe', 'Contrabass']","[0.043, 0.707, 0.745, 0.659, 0.06, 0.0, 0.094]",['Pad 1(new age)']
111,catech10,iteration3,"['Clarinet', 'Hammond Organ', 'Viola', 'String Ensemble', 'Oboe', 'Contrabass']","[0.168, 0.359, 0.66, 0.062, -0.055, 0.094]",['Viola']
112,catech11,initial iteration,"['Lead 2(sawtooth)', 'Lead 5(charang)', 'String Ensemble', 'Brass Section', 'Contrabass', 'Trumpet']","[0.16, 0.121, -0.014, 0.408, 0.066, 0.656]",['Trumpet']
113,catech11,iteration1,"['Lead 2(sawtooth)', 'Lead 5(charang)', 'String Ensemble', 'Brass Section', 'Contrabass']","[0.542, 0.351, 0.078, 0.924, 0.075]",['Brass Section']
114,catech11,iteration2,"['Lead 2(sawtooth)', 'Lead 5(charang)', 'String Ensemble', 'Contrabass']","[0.352, 0.056, 0.144, 0.214]",['Lead 2(sawtooth)']
115,catech11,iteration3,"['Lead 5(charang)', 'String Ensemble', 'Contrabass']","[0.454, 0.265, 0.287]",['Lead 5(charang)']
116,all2,initial iteration,"['piano track 4', 'piano track 1', 'piano track 2', 'piano track 3']","[-0.03, 0.716, 0.64, 0.077]",['piano track 1']
117,all2,iteration1,"['piano track 4', 'piano track 2', 'piano track 3']","[0.205, 0.664, 0.625]",['piano track 2']
118,all2,iteration2,"['piano track 4', 'piano track 3']","[0.189, 0.812]",['piano track 3']
119,all2,iteration3,['piano track 4'],[1.0],['piano track 4']
